CustomerId,Exited
15601012,0.8987215570681479
15734762,0.9900095173409896
15586757,0.06713452289996295
15590888,0.10768764826371036
15726087,0.4426731967353446
15769504,0.1623238763817887
15801832,0.3515514377968127
15632826,0.10150594327645132
15794413,0.03015430689515735
15677117,0.11931932751316897
15686999,0.03945755273502142
15588350,0.21669570298521076
15713354,0.24401802104993378
15750772,0.10581145019678935
15628824,0.11125084506988192
15631681,0.057967294291682646
15763218,0.04761192270977554
15743538,0.03502052521715629
15807194,0.06485309151080171
15717231,0.22555586248211093
15762110,0.0256486452968598
15638424,0.08721500207080887
15609804,0.019517165462329445
15762091,0.16219007556723383
15614847,0.22230703982860345
15609299,0.07983222432925861
15643967,0.08795293264732575
15701741,0.16157778138456866
15575409,0.17854615036035007
15620751,0.023105428445137726
15712303,0.11706072094241171
15571305,0.22109863008365732
15617082,0.06527788321771016
15734438,0.03304967060889917
15660422,0.021625792041464694
15758056,0.023204195282222544
15647546,0.11922068863664487
15799932,0.015060247234580455
15669253,0.062392368069311754
15591010,0.7328488515910392
15810711,0.09491092361268108
15798470,0.6830687795070921
15668575,0.7486803687140149
15728829,0.06360219764952546
15628144,0.05704109902309267
15777452,0.4326826196802201
15680421,0.08708801657453044
15718673,0.14739292845169163
15735106,0.05877031834177436
15574072,0.4418027062461638
15600583,0.11360175231019237
15658969,0.9026848591323019
15713378,0.027418913932838827
15689061,0.06628151930436985
15655794,0.02482609248862886
15603203,0.02454593719001282
15670029,0.03270915176478297
15744913,0.0560556421298093
15774630,0.5984641800620438
15694566,0.08708801657453044
15650244,0.03844607014062912
15701376,0.07045294389911247
15593365,0.09182412262199231
15603465,0.4163596028795915
15668889,0.9694459540943146
15642160,0.03801854637377229
15608338,0.9789369169901979
15658577,0.7673075554758755
15723105,0.15811223901701985
15661656,0.058664845318906554
15586970,0.43753368157852845
15700549,0.09578287997597454
15669782,0.323272456132135
15715939,0.021591308953210448
15679663,0.04483196678245978
15754168,0.32290294720325574
15638068,0.0248680043612605
15755722,0.13293408912728316
